key,service,resource_name,asset_class,identity_rule,parent_params,required_args,collect,reason
mgn.vcenter_client,mgn,vcenter_client,asset,own_id,,,yes,standalone resource with its own identifier
mgn.wave,mgn,wave,asset,own_id,,,yes,standalone resource with its own identifier
migrationhuborchestrator.plugin,migrationhuborchestrator,plugin,asset,own_id,,,yes,standalone resource with its own identifier
migrationhubstrategy.application_component,migrationhubstrategy,application_component,asset,own_id,,,yes,standalone resource with its own identifier
migrationhubstrategy.collector,migrationhubstrategy,collector,asset,own_id,,,yes,standalone resource with its own identifier
migrationhubstrategy.server,migrationhubstrategy,server,asset,own_id,,,yes,standalone resource with its own identifier
mpa.approval_team,mpa,ApprovalTeam,asset,own_id,,,yes,standalone resource with its own identifier
mpa.identity_source,mpa,IdentitySource,asset,own_id,,,yes,standalone resource with its own identifier
mpa.policy,mpa,policy,asset,own_id,,,yes,standalone resource with its own identifier
mpa.policy_version,mpa,policy_version,asset,own_id,,,yes,standalone resource with its own identifier
mq.broker,mq,Broker,asset,own_id,,,yes,standalone resource with its own identifier
mq.configuration,mq,Configuration,asset,own_id,,,yes,standalone resource with its own identifier
mturk.hi_t,mturk,hi_t,asset,own_id,,,yes,standalone resource with its own identifier
mturk.qualification_request,mturk,qualification_request,asset,own_id,,,yes,standalone resource with its own identifier
mwaa.environment,mwaa,Environment,asset,own_id,,,yes,standalone resource with its own identifier
neptune.db_cluster,neptune,DBCluster,asset,own_id,,,yes,standalone resource with its own identifier
neptune.db_cluster_endpoint,neptune,db_cluster_endpoint,asset,own_id,,,yes,standalone resource with its own identifier
neptune.db_cluster_parameter_group,neptune,DBClusterParameterGroup,asset,own_id,,,yes,standalone resource with its own identifier
neptune.db_cluster_snapshot,neptune,db_cluster_snapshot,asset,own_id,,,yes,standalone resource with its own identifier
neptune.db_instance,neptune,DBInstance,asset,own_id,,,yes,standalone resource with its own identifier
neptune.db_parameter_group,neptune,DBParameterGroup,asset,own_id,,,yes,standalone resource with its own identifier
neptune.db_subnet_group,neptune,DBSubnetGroup,asset,own_id,,,yes,standalone resource with its own identifier
neptune.event_subscription,neptune,EventSubscription,asset,own_id,,,yes,standalone resource with its own identifier
neptune.global_cluster,neptune,GlobalCluster,asset,own_id,,,yes,standalone resource with its own identifier
network-firewall.firewall,network-firewall,Firewall,asset,own_id,,,yes,standalone resource with its own identifier
network-firewall.firewall_policy,network-firewall,FirewallPolicy,asset,own_id,,,yes,standalone resource with its own identifier
network-firewall.flow_operation,network-firewall,flow_operation,asset,own_id,,,yes,standalone resource with its own identifier
network-firewall.proxy,network-firewall,proxy,asset,own_id,,,yes,standalone resource with its own identifier
network-firewall.proxy_configuration,network-firewall,proxy_configuration,asset,own_id,,,yes,standalone resource with its own identifier
network-firewall.proxy_rule,network-firewall,proxy_rule,asset,own_id,,,yes,standalone resource with its own identifier
network-firewall.proxy_rule_group,network-firewall,proxy_rule_group,asset,own_id,,,yes,standalone resource with its own identifier
network-firewall.tls_inspection_configuration,network-firewall,TLSInspectionConfiguration,asset,own_id,,,yes,standalone resource with its own identifier
network-firewall.vpc_endpoint_association,network-firewall,VpcEndpointAssociation,asset,own_id,,,yes,standalone resource with its own identifier
networkflowmonitor.monitor,networkflowmonitor,Monitor,asset,own_id,,,yes,standalone resource with its own identifier
networkflowmonitor.scope,networkflowmonitor,scope,asset,own_id,,,yes,standalone resource with its own identifier
networkmanager.attachment,networkmanager,attachment,asset,own_id,,,yes,standalone resource with its own identifier
networkmanager.connect_peer,networkmanager,ConnectPeer,asset,own_id,,,yes,standalone resource with its own identifier
networkmanager.core_network,networkmanager,CoreNetwork,asset,own_id,,,yes,standalone resource with its own identifier
networkmanager.core_network_prefix_list_association,networkmanager,CoreNetworkPrefixListAssociation,asset,own_id,,,yes,standalone resource with its own identifier
networkmanager.direct_connect_gateway_attachment,networkmanager,DirectConnectGatewayAttachment,asset,own_id,,,yes,standalone resource with its own identifier
networkmanager.global_network,networkmanager,GlobalNetwork,asset,own_id,,,yes,standalone resource with its own identifier
networkmanager.peering,networkmanager,peering,asset,own_id,,,yes,standalone resource with its own identifier
notifications.channel_association,notifications,ChannelAssociation,asset,own_id,,,yes,standalone resource with its own identifier
notifications.event_rule,notifications,EventRule,asset,own_id,,,yes,standalone resource with its own identifier
notifications.managed_notification_child_event,notifications,managed_notification_child_event,asset,own_id,,,yes,standalone resource with its own identifier
notifications.managed_notification_configuration,notifications,managed_notification_configuration,asset,own_id,,,yes,standalone resource with its own identifier
notifications.managed_notification_event,notifications,managed_notification_event,asset,own_id,,,yes,standalone resource with its own identifier
notifications.notification_configuration,notifications,NotificationConfiguration,asset,own_id,,,yes,standalone resource with its own identifier
notifications.notification_event,notifications,notification_event,asset,own_id,,,yes,standalone resource with its own identifier
notifications.notification_hub,notifications,NotificationHub,asset,own_id,,,yes,standalone resource with its own identifier
notificationscontacts.email_contact,notificationscontacts,EmailContact,asset,own_id,,,yes,standalone resource with its own identifier
oam.link,oam,Link,asset,own_id,,,yes,standalone resource with its own identifier
oam.sink,oam,Sink,asset,own_id,,,yes,standalone resource with its own identifier
observabilityadmin.telemetry_rule,observabilityadmin,TelemetryRule,asset,own_id,,,yes,standalone resource with its own identifier
odb.autonomous_virtual_machine,odb,autonomous_virtual_machine,asset,own_id,,,yes,standalone resource with its own identifier
odb.cloud_autonomous_vm_cluster,odb,CloudAutonomousVmCluster,asset,own_id,,,yes,standalone resource with its own identifier
odb.cloud_exadata_infrastructure,odb,CloudExadataInfrastructure,asset,own_id,,,yes,standalone resource with its own identifier
odb.cloud_vm_cluster,odb,CloudVmCluster,asset,own_id,,,yes,standalone resource with its own identifier
odb.db_node,odb,db_node,asset,own_id,,,yes,standalone resource with its own identifier
odb.db_server,odb,db_server,asset,own_id,,,yes,standalone resource with its own identifier
odb.db_system_shape,odb,db_system_shape,asset,own_id,,,yes,standalone resource with its own identifier
odb.odb_network,odb,OdbNetwork,asset,own_id,,,yes,standalone resource with its own identifier
odb.odb_peering_connection,odb,OdbPeeringConnection,asset,own_id,,,yes,standalone resource with its own identifier
omics.annotation_store,omics,AnnotationStore,asset,own_id,,,yes,standalone resource with its own identifier
omics.reference_store,omics,ReferenceStore,asset,own_id,,,yes,standalone resource with its own identifier
omics.run_cach,omics,run_cach,asset,own_id,,,yes,standalone resource with its own identifier
omics.run_cache,omics,run_cache,asset,own_id,,,yes,standalone resource with its own identifier
omics.run_group,omics,RunGroup,asset,own_id,,,yes,standalone resource with its own identifier
omics.sequence_store,omics,SequenceStore,asset,own_id,,,yes,standalone resource with its own identifier
omics.variant_store,omics,VariantStore,asset,own_id,,,yes,standalone resource with its own identifier
omics.workflow,omics,Workflow,asset,own_id,,,yes,standalone resource with its own identifier
omics.workflow_version,omics,WorkflowVersion,asset,own_id,,,yes,standalone resource with its own identifier
opensearch.application,opensearch,application,asset,own_id,,,yes,standalone resource with its own identifier
opensearch.vpc_endpoint,opensearch,vpc_endpoint,asset,own_id,,,yes,standalone resource with its own identifier
opensearchserverless.access_policy,opensearchserverless,AccessPolicy,asset,own_id,,,yes,root call needing a selector value for type
opensearchserverless.collection,opensearchserverless,Collection,asset,own_id,,,yes,standalone resource with its own identifier
opensearchserverless.index,opensearchserverless,Index,asset,own_id,,,yes,standalone resource with its own identifier
opensearchserverless.lifecycle_policy,opensearchserverless,LifecyclePolicy,asset,own_id,,,yes,root call needing a selector value for type
opensearchserverless.security_config,opensearchserverless,SecurityConfig,asset,own_id,,,yes,root call needing a selector value for type
opensearchserverless.security_policy,opensearchserverless,SecurityPolicy,asset,own_id,,,yes,root call needing a selector value for type
opensearchserverless.vpc_endpoint,opensearchserverless,VpcEndpoint,asset,own_id,,,yes,standalone resource with its own identifier
organizations.account,organizations,Account,asset,own_id,,,yes,standalone resource with its own identifier
organizations.accounts_with_invalid_effective_policy,organizations,accounts_with_invalid_effective_policy,asset,own_id,,,yes,standalone resource with its own identifier
organizations.delegated_administrator,organizations,delegated_administrator,asset,own_id,,,yes,standalone resource with its own identifier
organizations.outbound_responsibility_transfer,organizations,outbound_responsibility_transfer,asset,own_id,,,yes,standalone resource with its own identifier
organizations.policy,organizations,Policy,asset,own_id,,,yes,root call needing a selector value for Filter
organizations.responsibility_transfer,organizations,responsibility_transfer,asset,own_id,,,yes,standalone resource with its own identifier
organizations.root,organizations,root,asset,own_id,,,yes,standalone resource with its own identifier
osis.pipeline,osis,Pipeline,asset,own_id,,,yes,standalone resource with its own identifier
outposts.capacity_task,outposts,capacity_task,asset,own_id,,,yes,standalone resource with its own identifier
outposts.site,outposts,Site,asset,own_id,,,yes,standalone resource with its own identifier
panorama.application_instance,panorama,ApplicationInstance,asset,own_id,,,yes,standalone resource with its own identifier
panorama.package,panorama,Package,asset,own_id,,,yes,standalone resource with its own identifier
partnercentral-channel.channel_handshake,partnercentral-channel,channel_handshake,asset,own_id,,,yes,standalone resource with its own identifier
