cfn_type,cfn_namespace,cfn_resource,slug,primary_identifier,additional_identifiers,arn_property,has_read_handler,taggable,relationship_refs,description
AWS::LakeFormation::TagAssociation,LakeFormation,TagAssociation,lakeformation.tag_association,"ResourceIdentifier,TagsIdentifier",,,yes,no,,"A resource schema representing a Lake Formation Tag Association. While tag associations are not explicit Lake Formation resources, this CloudFormation resource can be used to associate tags with Lake "
AWS::Lambda::Alias,Lambda,Alias,lambda.alias,AliasArn,,AliasArn,yes,no,,Resource Type definition for AWS::Lambda::Alias
AWS::Lambda::CapacityProvider,Lambda,CapacityProvider,lambda.capacity_provider,CapacityProviderName,,Arn,yes,yes,,Creates a capacity provider that manages compute resources for Lambda functions
AWS::Lambda::CodeSigningConfig,Lambda,CodeSigningConfig,lambda.code_signing_config,CodeSigningConfigArn,,CodeSigningConfigArn,yes,yes,,Resource Type definition for AWS::Lambda::CodeSigningConfig.
AWS::Lambda::EventInvokeConfig,Lambda,EventInvokeConfig,lambda.event_invoke_config,"FunctionName,Qualifier",,,yes,no,,The AWS::Lambda::EventInvokeConfig resource configures options for asynchronous invocation on a version or an alias.
AWS::Lambda::EventSourceMapping,Lambda,EventSourceMapping,lambda.event_source_mapping,Id,,EventSourceMappingArn,yes,yes,,The ``AWS::Lambda::EventSourceMapping`` resource creates a mapping between an event source and an LAMlong function. LAM reads items from the event source and triggers the function.  For details about 
AWS::Lambda::Function,Lambda,Function,lambda.function,FunctionName,,Arn,yes,yes,,"The ``AWS::Lambda::Function`` resource creates a Lambda function. To create a function, you need a [deployment package](https://docs.aws.amazon.com/lambda/latest/dg/gettingstarted-package.html) and an"
AWS::Lambda::LayerVersion,Lambda,LayerVersion,lambda.layer_version,LayerVersionArn,,LayerVersionArn,yes,no,,Resource Type definition for AWS::Lambda::LayerVersion
AWS::Lambda::LayerVersionPermission,Lambda,LayerVersionPermission,lambda.layer_version_permission,Id,,,yes,no,,Schema for Lambda LayerVersionPermission
AWS::Lambda::MicrovmImage,Lambda,MicrovmImage,lambda.microvm_image,ImageArn,Name,ImageArn,yes,yes,,Resource Type definition for AWS::Lambda::MicrovmImage
AWS::Lambda::NetworkConnector,Lambda,NetworkConnector,lambda.network_connector,Arn,Name,Arn,yes,yes,,Resource Type definition for AWS::Lambda::NetworkConnector
AWS::Lambda::Permission,Lambda,Permission,lambda.permission,"FunctionName,Id",,,yes,no,,"The ``AWS::Lambda::Permission`` resource grants an AWS service or another account permission to use a function. You can apply the policy at the function level, or specify a qualifier to restrict acces"
AWS::Lambda::Url,Lambda,Url,lambda.url,FunctionArn,,FunctionArn,yes,no,,Resource Type definition for AWS::Lambda::Url
AWS::Lambda::Version,Lambda,Version,lambda.version,FunctionArn,,FunctionArn,yes,no,,Resource Type definition for AWS::Lambda::Version
AWS::LaunchWizard::Deployment,LaunchWizard,Deployment,launch-wizard.deployment,Arn,,Arn,yes,yes,,Definition of AWS::LaunchWizard::Deployment Resource Type
AWS::Lex::Bot,Lex,Bot,lex.bot,Id,,Arn,yes,yes,,"Resource Type definition for an Amazon Lex conversational bot performing automated tasks such as ordering a pizza, booking a hotel, and so on."
AWS::Lex::BotAlias,Lex,BotAlias,lex.bot_alias,"BotAliasId,BotId",,Arn,yes,yes,,"Resource Type definition for a Bot Alias, which enables you to change the version of a bot without updating applications that use the bot"
AWS::Lex::BotVersion,Lex,BotVersion,lex.bot_version,"BotId,BotVersion",,,yes,no,,"Resource Type definition for bot versions, a numbered snapshot of your work that you can publish for use in different parts of your workflow, such as development, beta deployment, and production."
AWS::Lex::ResourcePolicy,Lex,ResourcePolicy,lex.resource_policy,Id,ResourceArn,ResourceArn,yes,no,,Resource Type definition for a resource policy with specified policy statements that attaches to a Lex bot or bot alias.
AWS::LicenseManager::Grant,LicenseManager,Grant,license-manager.grant,GrantArn,,GrantArn,yes,yes,,An example resource schema demonstrating some basic constructs and validation rules.
AWS::LicenseManager::License,LicenseManager,License,license-manager.license,LicenseArn,,LicenseArn,yes,yes,,Resource Type definition for AWS::LicenseManager::License
AWS::Lightsail::Alarm,Lightsail,Alarm,lightsail.alarm,AlarmName,,AlarmArn,yes,no,,Resource Type definition for AWS::Lightsail::Alarm
AWS::Lightsail::Bucket,Lightsail,Bucket,lightsail.bucket,BucketName,,BucketArn,yes,yes,,Resource Type definition for AWS::Lightsail::Bucket
AWS::Lightsail::Certificate,Lightsail,Certificate,lightsail.certificate,CertificateName,,CertificateArn,yes,yes,,Resource Type definition for AWS::Lightsail::Certificate.
AWS::Lightsail::Container,Lightsail,Container,lightsail.container,ServiceName,,ContainerArn,yes,yes,,Resource Type definition for AWS::Lightsail::Container
AWS::Lightsail::Database,Lightsail,Database,lightsail.database,RelationalDatabaseName,,DatabaseArn,yes,yes,,Resource Type definition for AWS::Lightsail::Database
AWS::Lightsail::DatabaseSnapshot,Lightsail,DatabaseSnapshot,lightsail.database_snapshot,RelationalDatabaseSnapshotName,,Arn,yes,yes,,Resource Type definition for AWS::Lightsail::DatabaseSnapshot
AWS::Lightsail::Disk,Lightsail,Disk,lightsail.disk,DiskName,,DiskArn,yes,yes,,Resource Type definition for AWS::Lightsail::Disk
AWS::Lightsail::DiskSnapshot,Lightsail,DiskSnapshot,lightsail.disk_snapshot,DiskSnapshotName,,DiskSnapshotArn,yes,yes,,Resource Type definition for AWS::Lightsail::DiskSnapshot
AWS::Lightsail::Distribution,Lightsail,Distribution,lightsail.distribution,DistributionName,,DistributionArn,yes,yes,,Resource Type definition for AWS::Lightsail::Distribution
AWS::Lightsail::Domain,Lightsail,Domain,lightsail.domain,DomainName,,Arn,yes,yes,,Resource Type definition for AWS::Lightsail::Domain
AWS::Lightsail::Instance,Lightsail,Instance,lightsail.instance,InstanceName,,InstanceArn,yes,yes,,Resource Type definition for AWS::Lightsail::Instance
AWS::Lightsail::InstanceSnapshot,Lightsail,InstanceSnapshot,lightsail.instance_snapshot,InstanceSnapshotName,,Arn,yes,yes,,Resource Type definition for AWS::Lightsail::InstanceSnapshot
AWS::Lightsail::LoadBalancer,Lightsail,LoadBalancer,lightsail.load_balancer,LoadBalancerName,,LoadBalancerArn,yes,yes,,Resource Type definition for AWS::Lightsail::LoadBalancer
AWS::Lightsail::LoadBalancerTlsCertificate,Lightsail,LoadBalancerTlsCertificate,lightsail.load_balancer_tls_certificate,"CertificateName,LoadBalancerName",,LoadBalancerTlsCertificateArn,yes,no,,Resource Type definition for AWS::Lightsail::LoadBalancerTlsCertificate
AWS::Lightsail::StaticIp,Lightsail,StaticIp,lightsail.static_ip,StaticIpName,,StaticIpArn,yes,no,,Resource Type definition for AWS::Lightsail::StaticIp
AWS::Location::APIKey,Location,APIKey,location.api_key,KeyName,,Arn,yes,yes,,Definition of AWS::Location::APIKey Resource Type
AWS::Location::GeofenceCollection,Location,GeofenceCollection,location.geofence_collection,CollectionName,,Arn,yes,yes,,Definition of AWS::Location::GeofenceCollection Resource Type
AWS::Location::Map,Location,Map,location.map,MapName,,Arn,yes,yes,,Definition of AWS::Location::Map Resource Type
AWS::Location::PlaceIndex,Location,PlaceIndex,location.place_index,IndexName,,Arn,yes,yes,,Definition of AWS::Location::PlaceIndex Resource Type
AWS::Location::RouteCalculator,Location,RouteCalculator,location.route_calculator,CalculatorName,,Arn,yes,yes,,Definition of AWS::Location::RouteCalculator Resource Type
AWS::Location::Tracker,Location,Tracker,location.tracker,TrackerName,,Arn,yes,yes,,Definition of AWS::Location::Tracker Resource Type
AWS::Location::TrackerConsumer,Location,TrackerConsumer,location.tracker_consumer,"TrackerName,ConsumerArn",,,yes,no,,Definition of AWS::Location::TrackerConsumer Resource Type
AWS::Logs::AccountPolicy,Logs,AccountPolicy,logs.account_policy,"AccountId,PolicyType,PolicyName",,,yes,no,,The AWS::Logs::AccountPolicy resource specifies a CloudWatch Logs AccountPolicy.
AWS::Logs::Delivery,Logs,Delivery,logs.delivery,DeliveryId,,Arn,yes,yes,,"This structure contains information about one delivery in your account.  A delivery is a connection between a logical delivery source and a logical delivery destination.  For more information, see [Cr"
AWS::Logs::DeliveryDestination,Logs,DeliveryDestination,logs.delivery_destination,Name,,Arn,yes,yes,,"This structure contains information about one delivery destination in your account.  A delivery destination is an AWS resource that represents an AWS service that logs can be sent to CloudWatch Logs, "
AWS::Logs::DeliverySource,Logs,DeliverySource,logs.delivery_source,Name,,Arn,yes,yes,," A delivery source is an AWS resource that sends logs to an AWS destination. The destination can be CloudWatch Logs, Amazon S3, or Kinesis Data Firehose.  Only some AWS services support being configur"
AWS::Logs::Destination,Logs,Destination,logs.destination,DestinationName,,Arn,yes,yes,,The AWS::Logs::Destination resource specifies a CloudWatch Logs destination. A destination encapsulates a physical resource (such as an Amazon Kinesis data stream) and enables you to subscribe that re
AWS::Logs::Integration,Logs,Integration,logs.integration,IntegrationName,,,yes,no,,Resource Schema for Logs Integration Resource
AWS::Logs::LogAnomalyDetector,Logs,LogAnomalyDetector,logs.log_anomaly_detector,AnomalyDetectorArn,,AnomalyDetectorArn,yes,no,,The AWS::Logs::LogAnomalyDetector resource specifies a CloudWatch Logs LogAnomalyDetector.
AWS::Logs::LogGroup,Logs,LogGroup,logs.log_group,LogGroupName,,Arn,yes,yes,,"The ``AWS::Logs::LogGroup`` resource specifies a log group. A log group defines common properties for log streams, such as their retention and access control rules. Each log stream must belong to one "
AWS::Logs::LogStream,Logs,LogStream,logs.log_stream,"LogGroupName,LogStreamName",,,yes,no,,Resource Type definition for AWS::Logs::LogStream
AWS::Logs::MetricFilter,Logs,MetricFilter,logs.metric_filter,"LogGroupName,FilterName",,,yes,no,,The ``AWS::Logs::MetricFilter`` resource specifies a metric filter that describes how CWL extracts information from logs and transforms it into Amazon CloudWatch metrics. If you have multiple metric f
AWS::Logs::QueryDefinition,Logs,QueryDefinition,logs.query_definition,QueryDefinitionId,,,yes,no,,The resource schema for AWSLogs QueryDefinition
AWS::Logs::ResourcePolicy,Logs,ResourcePolicy,logs.resource_policy,PolicyName,,,yes,no,,The resource schema for AWSLogs ResourcePolicy
AWS::Logs::ScheduledQuery,Logs,ScheduledQuery,logs.scheduled_query,ScheduledQueryArn,Name,ScheduledQueryArn,yes,yes,,Creates a new Scheduled Query that allows you to define a Logs Insights query that will run on a schedule and configure actions to take with the query results.
AWS::Logs::SubscriptionFilter,Logs,SubscriptionFilter,logs.subscription_filter,"FilterName,LogGroupName",,,yes,no,,The ``AWS::Logs::SubscriptionFilter`` resource specifies a subscription filter and associates it with the specified log group. Subscription filters allow you to subscribe to a real-time stream of log 
AWS::Logs::Transformer,Logs,Transformer,logs.transformer,LogGroupIdentifier,,,yes,no,,Specifies a transformer on the log group to transform logs into consistent structured and information rich format.
AWS::LookoutEquipment::InferenceScheduler,LookoutEquipment,InferenceScheduler,lookoutequipment.inference_scheduler,InferenceSchedulerName,,InferenceSchedulerArn,yes,no,,Resource schema for LookoutEquipment InferenceScheduler.
AWS::LookoutVision::Project,LookoutVision,Project,lookoutvision.project,ProjectName,,Arn,yes,no,,The AWS::LookoutVision::Project type creates an Amazon Lookout for Vision project. A project is a grouping of the resources needed to create and manage a Lookout for Vision model.
AWS::M2::Application,M2,Application,m2.application,ApplicationArn,,ApplicationArn,yes,yes,,Represents an application that runs on an AWS Mainframe Modernization Environment
AWS::M2::Deployment,M2,Deployment,m2.deployment,ApplicationId,,,yes,no,,Represents a deployment resource of an AWS Mainframe Modernization (M2) application to a specified environment
AWS::M2::Environment,M2,Environment,m2.environment,EnvironmentArn,,EnvironmentArn,yes,yes,,Represents a runtime environment that can run migrated mainframe applications.
AWS::MPA::ApprovalTeam,MPA,ApprovalTeam,mpa.approval_team,Arn,,Arn,yes,yes,,Resource Type definition for AWS::MPA::ApprovalTeam.
AWS::MPA::IdentitySource,MPA,IdentitySource,mpa.identity_source,IdentitySourceArn,,IdentitySourceArn,yes,yes,,Resource Type definition for AWS::MPA::IdentitySource.
AWS::MSK::BatchScramSecret,MSK,BatchScramSecret,msk.batch_scram_secret,ClusterArn,,,yes,no,,Resource Type definition for AWS::MSK::BatchScramSecret
AWS::MSK::Channel,MSK,Channel,msk.channel,ChannelArn,,ChannelArn,yes,yes,,Resource Type definition for AWS::MSK::Channel
AWS::MSK::Cluster,MSK,Cluster,msk.cluster,Arn,,Arn,yes,yes,,Resource Type definition for AWS::MSK::Cluster
AWS::MSK::ClusterPolicy,MSK,ClusterPolicy,msk.cluster_policy,ClusterArn,,,yes,no,,Resource Type definition for AWS::MSK::ClusterPolicy
AWS::MSK::Configuration,MSK,Configuration,msk.configuration,Arn,,Arn,yes,no,,Resource Type definition for AWS::MSK::Configuration
AWS::MSK::Replicator,MSK,Replicator,msk.replicator,ReplicatorArn,ReplicatorName,ReplicatorArn,yes,yes,,Resource Type definition for AWS::MSK::Replicator
AWS::MSK::ServerlessCluster,MSK,ServerlessCluster,msk.serverless_cluster,Arn,,Arn,yes,yes,,Resource Type definition for AWS::MSK::ServerlessCluster
AWS::MSK::Topic,MSK,Topic,msk.topic,TopicArn,ClusterArn|TopicName,TopicArn,yes,no,,Resource Type definition for AWS::MSK::Topic
AWS::MSK::VpcConnection,MSK,VpcConnection,msk.vpc_connection,Arn,,Arn,yes,yes,,Resource Type definition for AWS::MSK::VpcConnection
AWS::MWAA::Environment,MWAA,Environment,mwaa.environment,Name,,Arn,yes,yes,,Resource schema for AWS::MWAA::Environment
AWS::MWAAServerless::Workflow,MWAAServerless,Workflow,mwaa-serverless.workflow,WorkflowArn,Name,WorkflowArn,yes,yes,,Resource Type definition for AWS::MWAAServerless::Workflow resource
AWS::Macie::AllowList,Macie,AllowList,macie.allow_list,Id,Arn,Arn,yes,yes,,Macie AllowList resource schema
AWS::Macie::CustomDataIdentifier,Macie,CustomDataIdentifier,macie.custom_data_identifier,Id,Arn,Arn,yes,yes,,Macie CustomDataIdentifier resource schema
AWS::Macie::FindingsFilter,Macie,FindingsFilter,macie.findings_filter,Id,Arn;Name,Arn,yes,yes,,Macie FindingsFilter resource schema.
AWS::Macie::Session,Macie,Session,macie.session,AwsAccountId,,,yes,no,,The AWS::Macie::Session resource specifies a new Amazon Macie session. A session is an object that represents the Amazon Macie service. A session is required for Amazon Macie to become operational.
AWS::ManagedBlockchain::Accessor,ManagedBlockchain,Accessor,managedblockchain.accessor,Id,Arn,Arn,yes,yes,,Definition of AWS::ManagedBlockchain::com.amazonaws.taiga.webservice.api#Accessor Resource Type
AWS::ManagedBlockchain::Member,ManagedBlockchain,Member,managedblockchain.member,MemberId,,,no,no,,Resource Type definition for AWS::ManagedBlockchain::Member
AWS::ManagedBlockchain::Node,ManagedBlockchain,Node,managedblockchain.node,NodeId,,Arn,no,no,,Resource Type definition for AWS::ManagedBlockchain::Node
AWS::MediaConnect::Bridge,MediaConnect,Bridge,mediaconnect.bridge,BridgeArn,,BridgeArn,yes,no,,Resource schema for AWS::MediaConnect::Bridge
AWS::MediaConnect::BridgeOutput,MediaConnect,BridgeOutput,mediaconnect.bridge_output,"BridgeArn,Name",,,yes,no,,Resource schema for AWS::MediaConnect::BridgeOutput
AWS::MediaConnect::BridgeSource,MediaConnect,BridgeSource,mediaconnect.bridge_source,"BridgeArn,Name",,,yes,no,,Resource schema for AWS::MediaConnect::BridgeSource
AWS::MediaConnect::Flow,MediaConnect,Flow,mediaconnect.flow,FlowArn,,FlowArn,yes,yes,,Resource Type definition for AWS::MediaConnect::Flow
AWS::MediaConnect::FlowEntitlement,MediaConnect,FlowEntitlement,mediaconnect.flow_entitlement,EntitlementArn,,EntitlementArn,yes,yes,,Resource schema for AWS::MediaConnect::FlowEntitlement
AWS::MediaConnect::FlowOutput,MediaConnect,FlowOutput,mediaconnect.flow_output,OutputArn,,OutputArn,yes,yes,,Resource schema for AWS::MediaConnect::FlowOutput
AWS::MediaConnect::FlowSource,MediaConnect,FlowSource,mediaconnect.flow_source,SourceArn,,SourceArn,yes,yes,,Resource Type definition for AWS::MediaConnect::FlowSource
AWS::MediaConnect::FlowVpcInterface,MediaConnect,FlowVpcInterface,mediaconnect.flow_vpc_interface,"FlowArn,Name",,,yes,yes,,Resource schema for AWS::MediaConnect::FlowVpcInterface
AWS::MediaConnect::Gateway,MediaConnect,Gateway,mediaconnect.gateway,GatewayArn,,GatewayArn,yes,no,,Resource schema for AWS::MediaConnect::Gateway
AWS::MediaConnect::RouterInput,MediaConnect,RouterInput,mediaconnect.router_input,Arn,,Arn,yes,yes,,Represents a router input in AWS Elemental MediaConnect that is used to ingest content to be transmitted to router outputs
AWS::MediaConnect::RouterNetworkInterface,MediaConnect,RouterNetworkInterface,mediaconnect.router_network_interface,Arn,,Arn,yes,yes,,Represents a router network interface in AWS Elemental MediaConnect that is used to define a network boundary for router resources
AWS::MediaConnect::RouterOutput,MediaConnect,RouterOutput,mediaconnect.router_output,Arn,,Arn,yes,yes,,Represents a router input in AWS Elemental MediaConnect that can be used to egress content transmitted from router inputs
AWS::MediaConvert::JobTemplate,MediaConvert,JobTemplate,mediaconvert.job_template,Id,,Arn,no,no,,Resource Type definition for AWS::MediaConvert::JobTemplate
