provider,service_group,resource,category,name,schema_path,doc,params_json,permissions
aws,Analytics,kafka,filter,list-item,aws.kafka.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Analytics,kafka,filter,marked-for-op,aws.kafka.filters.marked-for-op,Filter resources for tag specified future action,"{""properties"":{""tag"":""string"",""tz"":""string"",""skew"":""number"",""skew_hours"":""number"",""op"":""string""},""required"":[""type""]}",
aws,Analytics,kafka,filter,not,aws.kafka.filters.not,Parent base class for filters and actions.,,
aws,Analytics,kafka,filter,or,aws.kafka.filters.or,Parent base class for filters and actions.,,
aws,Analytics,kafka,filter,reduce,aws.kafka.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Analytics,kafka,filter,security-group,aws.kafka.filters.security-group,Filter a resource by its associated security groups.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string"",""match-resource"":""boolean"",""operator"":[""and"",""or""]},""required"":[""type""]}",
aws,Analytics,kafka,filter,subnet,aws.kafka.filters.subnet,Filter a resource by its associated subnets attributes.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string"",""match-resource"":""boolean"",""operator"":[""and"",""or""],""igw"":[true,false]},""required"":[""type""]}",
aws,Analytics,kafka,filter,value,aws.kafka.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Analytics,kafka,action,auto-tag-user,aws.kafka.actions.auto-tag-user,Tag a resource with the user who created/modified it.,"{""properties"":{""user-type"":""array"",""update"":""boolean"",""tag"":""string"",""principal_id_tag"":""string"",""value"":""string""},""required"":[""tag"",""type""]}",
aws,Analytics,kafka,action,delete,aws.kafka.actions.delete,Parent base class for filters and actions.,"{""properties"":{},""required"":[""type""]}",kafka:DeleteCluster
aws,Analytics,kafka,action,mark-for-op,aws.kafka.actions.mark-for-op,Tag resources for future action.,"{""properties"":{""tag"":""string"",""msg"":""string"",""days"":""number"",""hours"":""number"",""tz"":""string"",""op"":""string""},""required"":[""type""]}",
aws,Analytics,kafka,action,remove-tag,aws.kafka.actions.remove-tag,Removes the specified tags from the specified resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",tag:UntagResources
aws,Analytics,kafka,action,rename-tag,aws.kafka.actions.rename-tag,Rename an existing tag key to a new value.,"{""properties"":{""old_keys"":""array"",""old_key"":""string"",""new_key"":""string""},""required"":[""type""]}","tag:TagResources,tag:UntagResources"
aws,Analytics,kafka,action,set-monitoring,aws.kafka.actions.set-monitoring,Parent base class for filters and actions.,"{""properties"":{""config"":""object""},""required"":[""config""]}",kafka:UpdateClusterConfiguration
aws,Analytics,kafka,action,tag,aws.kafka.actions.tag,Applies one or more tags to the specified resources.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",tag:TagResources
aws,Analytics,kafka,action,webhook,aws.kafka.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Compute,key-pair,filter,and,aws.key-pair.filters.and,Parent base class for filters and actions.,,
aws,Compute,key-pair,filter,event,aws.key-pair.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Compute,key-pair,filter,list-item,aws.key-pair.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Compute,key-pair,filter,marked-for-op,aws.key-pair.filters.marked-for-op,Filter resources for tag specified future action,"{""properties"":{""tag"":""string"",""tz"":""string"",""skew"":""number"",""skew_hours"":""number"",""op"":""string""},""required"":[""type""]}",
aws,Compute,key-pair,filter,not,aws.key-pair.filters.not,Parent base class for filters and actions.,,
aws,Compute,key-pair,filter,or,aws.key-pair.filters.or,Parent base class for filters and actions.,,
aws,Compute,key-pair,filter,reduce,aws.key-pair.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Compute,key-pair,filter,tag-count,aws.key-pair.filters.tag-count,Simplify tag counting..,"{""properties"":{""count"":""integer"",""op"":[""eq"",""equal"",""ne"",""not-equal"",""gt"",""greater-than"",""ge"",""gte"",""le"",""lte"",""lt"",""less-than"",""glob"",""regex"",""regex-case"",""in"",""ni"",""not-in"",""contains"",""difference"",""intersect""]},""required"":[""type""]}",
aws,Compute,key-pair,filter,unused,aws.key-pair.filters.unused,Filter for used or unused keys.,"{""properties"":{""state"":""boolean""},""required"":[""type""]}",
aws,Compute,key-pair,filter,value,aws.key-pair.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Compute,key-pair,action,auto-tag-user,aws.key-pair.actions.auto-tag-user,Tag a resource with the user who created/modified it.,"{""properties"":{""user-type"":""array"",""update"":""boolean"",""tag"":""string"",""principal_id_tag"":""string"",""value"":""string""},""required"":[""tag"",""type""]}",
aws,Compute,key-pair,action,delete,aws.key-pair.actions.delete,Delete all ec2 keys that are not in use,"{""properties"":{},""required"":[""type""]}",ec2:DeleteKeyPair
aws,Compute,key-pair,action,mark,aws.key-pair.actions.mark,Tag an ec2 resource.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",ec2:CreateTags
aws,Compute,key-pair,action,mark-for-op,aws.key-pair.actions.mark-for-op,Tag resources for future action.,"{""properties"":{""tag"":""string"",""msg"":""string"",""days"":""number"",""hours"":""number"",""tz"":""string"",""op"":""string""},""required"":[""type""]}",
aws,Compute,key-pair,action,normalize-tag,aws.key-pair.actions.normalize-tag,Transform the value of a tag.,"{""properties"":{""key"":""string"",""action"":""string"",""value"":""string""},""required"":[""type""]}",ec2:CreateTags
aws,Compute,key-pair,action,remove-tag,aws.key-pair.actions.remove-tag,Remove tags from ec2 resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Compute,key-pair,action,rename-tag,aws.key-pair.actions.rename-tag,Create a new tag with identical value & remove old tag,"{""properties"":{""old_key"":""string"",""new_key"":""string""},""required"":[""type""]}","ec2:CreateTags,ec2:DeleteTags"
aws,Compute,key-pair,action,tag,aws.key-pair.actions.tag,Tag an ec2 resource.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",ec2:CreateTags
aws,Compute,key-pair,action,tag-trim,aws.key-pair.actions.tag-trim,Automatically remove tags from an ec2 resource.,"{""properties"":{""space"":""integer"",""preserve"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Compute,key-pair,action,unmark,aws.key-pair.actions.unmark,Remove tags from ec2 resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Compute,key-pair,action,untag,aws.key-pair.actions.untag,Remove tags from ec2 resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Compute,key-pair,action,webhook,aws.key-pair.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Messaging,kinesis,filter,and,aws.kinesis.filters.and,Parent base class for filters and actions.,,
aws,Messaging,kinesis,filter,event,aws.kinesis.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Messaging,kinesis,filter,kms-key,aws.kinesis.filters.kms-key,Filter a resource by its associated kms key and optionally the aliasname,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string"",""match-resource"":""boolean"",""operator"":[""and"",""or""]},""required"":[""type""]}",
aws,Messaging,kinesis,filter,list-item,aws.kinesis.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Messaging,kinesis,filter,marked-for-op,aws.kinesis.filters.marked-for-op,Filter resources for tag specified future action,"{""properties"":{""tag"":""string"",""tz"":""string"",""skew"":""number"",""skew_hours"":""number"",""op"":""string""},""required"":[""type""]}",
aws,Messaging,kinesis,filter,metrics,aws.kinesis.filters.metrics,Supports cloud watch metrics filters on resources.,"{""properties"":{""namespace"":""string"",""name"":""string"",""dimensions"":""object"",""statistics"":""string"",""days"":""number"",""op"":""string"",""value"":""number"",""period"":""number"",""attr-multiplier"":""number"",""percent-attr"":""string"",""missing-value"":""number""},""required"":[""value"",""name""]}",cloudwatch:GetMetricStatistics
